Plant,Region,State,Product,Industry,Month,Year,Production_Volume_Tons,Sales_Volume_Tons,Revenue_INR,Production_Cost_INR,Profit_INR,Customer_Count,Delivery_Time_Days,Customer_Satisfaction,Plant_Efficiency_Percent
Hyderabad,South,Telangana,Oxygen,Electronics,Apr,2023,3433,3003,7002996,5337213,1665783,114,4,9.06,78.68
Jamshedpur,East,Jharkhand,Oxygen,Pharmaceutical,Nov,2022,753,681,2190777,1692588,498189,364,8,8.81,93.32
Chennai,South,Tamil Nadu,Hydrogen,Steel,May,2024,4036,3514,9554566,7520925,2033641,425,8,8.9,89.01
Dahej,West,Gujarat,Argon,Healthcare,Apr,2025,1178,1133,3627866,2846725,781141,369,5,8.64,75.22
Bengaluru,South,Karnataka,Helium,Steel,Jan,2023,4866,3944,9441936,5573886,3868050,377,3,9.65,81.36
Hyderabad,South,Telangana,Hydrogen,Electronics,Mar,2023,2951,2486,6553096,5250560,1302536,244,6,9.33,92.05
Pune,West,Maharashtra,Oxygen,Healthcare,Dec,2024,1480,1443,2877342,2413870,463472,84,9,7.26,86.0
Hazira,West,Gujarat,Carbon Dioxide,Food & Beverage,Sep,2024,3022,2541,8176938,6805629,1371309,150,7,8.78,81.79
Bengaluru,South,Karnataka,Helium,Pharmaceutical,Dec,2022,2041,2018,7615932,5086279,2529653,257,10,9.87,76.65
Hazira,West,Gujarat,Carbon Dioxide,Chemical,Sep,2025,607,486,1548396,1222756,325640,350,9,9.01,86.61
Hazira,West,Gujarat,Oxygen,Chemical,Jul,2025,2927,2706,8859444,5230273,3629171,303,10,7.19,86.12
Pune,West,Maharashtra,Helium,Steel,Dec,2025,760,618,2121594,1479961,641633,249,9,7.39,90.88
Vadodara,West,Gujarat,Argon,Electronics,Apr,2022,3183,2612,5216164,3908448,1307716,220,6,8.05,81.91
Bengaluru,South,Karnataka,Hydrogen,Chemical,Aug,2024,3353,3117,10226877,7836034,2390843,100,6,9.65,83.55
Vadodara,West,Gujarat,Helium,Electronics,Dec,2022,1561,1458,5689116,3359703,2329413,203,6,7.63,85.85
Vadodara,West,Gujarat,Hydrogen,Chemical,Apr,2023,1261,1149,4481100,3150125,1330975,244,2,9.9,76.06
Bengaluru,South,Karnataka,Hydrogen,Food & Beverage,May,2023,601,568,1357520,1067498,290022,128,6,8.0,77.89
Bengaluru,South,Karnataka,Carbon Dioxide,Electronics,Sep,2025,2676,2220,6451320,3904417,2546903,169,7,9.3,78.68
Hyderabad,South,Telangana,Nitrogen,Healthcare,Feb,2024,4489,3758,7260456,5485690,1774766,294,3,9.56,79.52
Chennai,South,Tamil Nadu,Nitrogen,Steel,Sep,2024,1795,1657,4699252,2966863,1732389,118,1,8.49,94.54
Bengaluru,South,Karnataka,Nitrogen,Healthcare,Mar,2023,4358,4291,16837884,9304342,7533542,337,9,7.19,90.57
Chennai,South,Tamil Nadu,Nitrogen,Chemical,Sep,2024,751,672,1256640,725764,530876,61,6,9.32,75.02
Bengaluru,South,Karnataka,Argon,Steel,Mar,2024,1465,1445,5865255,4828814,1036441,106,1,7.48,77.98
Chennai,South,Tamil Nadu,Oxygen,Pharmaceutical,Apr,2024,2327,1966,3985082,2691966,1293116,164,8,7.49,80.3
Jamshedpur,East,Jharkhand,Helium,Electronics,Oct,2023,3200,2885,8908880,7465975,1442905,440,5,8.86,81.42
Hyderabad,South,Telangana,Argon,Food & Beverage,May,2023,2200,2020,7116460,4361765,2754695,288,1,8.92,94.01
Hyderabad,South,Telangana,Helium,Chemical,Sep,2025,2755,2242,9026292,7524952,1501340,499,3,7.29,86.75
Bengaluru,South,Karnataka,Oxygen,Steel,Jun,2023,4586,4354,15887746,13236478,2651268,410,5,7.53,82.09
Vadodara,West,Gujarat,Oxygen,Pharmaceutical,Jan,2023,2902,2642,9075270,6910451,2164819,118,5,7.44,94.63
Dahej,West,Gujarat,Helium,Electronics,May,2023,3474,3432,12338040,9298387,3039653,474,5,7.65,90.82
Hazira,West,Gujarat,Hydrogen,Food & Beverage,Nov,2023,2947,2637,6661062,5364632,1296430,54,5,9.07,88.29
Hyderabad,South,Telangana,Helium,Steel,Jul,2022,793,731,1432029,1034780,397249,308,7,8.39,93.73
Hyderabad,South,Telangana,Argon,Healthcare,Jan,2023,1354,1285,4575885,3074034,1501851,195,2,7.69,89.79
Chennai,South,Tamil Nadu,Helium,Electronics,Sep,2025,739,653,2510785,1488418,1022367,376,9,7.5,94.36
Hyderabad,South,Telangana,Helium,Chemical,Aug,2022,2627,2148,6177648,4823335,1354313,242,9,9.68,93.19
Jamshedpur,East,Jharkhand,Oxygen,Electronics,Jun,2024,4315,3910,8300930,5851742,2449188,484,6,8.36,78.3
Chennai,South,Tamil Nadu,Hydrogen,Electronics,Dec,2022,4145,3720,12119760,8347233,3772527,457,2,8.02,81.05
Bengaluru,South,Karnataka,Helium,Steel,Dec,2022,2531,2464,5423264,3993407,1429857,338,7,8.7,93.89
Chennai,South,Tamil Nadu,Hydrogen,Healthcare,Apr,2025,2877,2587,10725702,6471696,4254006,306,10,9.66,76.78
Chennai,South,Tamil Nadu,Hydrogen,Pharmaceutical,Nov,2023,4692,4247,13857961,8230054,5627907,231,6,7.78,84.39
Vadodara,West,Gujarat,Oxygen,Healthcare,Sep,2023,2025,1835,5473805,4276159,1197646,286,8,8.94,97.89
Hazira,West,Gujarat,Hydrogen,Steel,Oct,2025,4782,4501,18719659,14213399,4506260,338,2,7.92,79.69
Hyderabad,South,Telangana,Carbon Dioxide,Healthcare,Mar,2022,2424,2199,8191275,5963896,2227379,85,3,7.4,88.73
Chennai,South,Tamil Nadu,Oxygen,Healthcare,Jul,2023,2109,1924,5248672,2888916,2359756,219,3,8.85,92.4
Bengaluru,South,Karnataka,Oxygen,Healthcare,Apr,2024,2455,2377,9519885,5856191,3663694,477,9,7.25,84.56
Chennai,South,Tamil Nadu,Helium,Food & Beverage,Jan,2022,3469,2979,7238970,5920907,1318063,270,2,7.91,85.31
Hyderabad,South,Telangana,Nitrogen,Pharmaceutical,Sep,2025,4503,4070,12910040,9829545,3080495,304,3,9.51,78.7
Bengaluru,South,Karnataka,Carbon Dioxide,Electronics,Aug,2023,1644,1524,6295644,4087504,2208140,182,7,7.04,91.45
Vadodara,West,Gujarat,Hydrogen,Healthcare,Jan,2025,1373,1234,2517360,1581908,935452,220,6,8.12,92.18
Hyderabad,South,Telangana,Nitrogen,Steel,Jul,2025,4998,4574,18904342,14705986,4198356,405,10,7.78,84.62
Hyderabad,South,Telangana,Hydrogen,Steel,Jun,2025,1827,1486,3716486,2894879,821607,205,6,8.84,98.18
Pune,West,Maharashtra,Oxygen,Chemical,Feb,2023,667,621,2062962,1706978,355984,117,5,8.62,86.26
Jamshedpur,East,Jharkhand,Nitrogen,Food & Beverage,Jan,2024,4014,3946,8981096,5469651,3511445,121,3,8.33,90.01
Bengaluru,South,Karnataka,Carbon Dioxide,Chemical,May,2022,2909,2417,4892008,2939294,1952714,322,1,9.21,79.54
Bengaluru,South,Karnataka,Hydrogen,Healthcare,Nov,2025,1394,1194,4910922,3572321,1338601,78,7,7.64,82.08
Chennai,South,Tamil Nadu,Argon,Electronics,Jun,2024,911,883,2813238,2236845,576393,493,3,8.05,93.7
Hazira,West,Gujarat,Argon,Pharmaceutical,Oct,2023,2236,2014,7254428,5330292,1924136,381,4,8.1,88.0
Vadodara,West,Gujarat,Nitrogen,Steel,Jan,2022,663,554,1688592,1258493,430099,500,10,8.19,79.78
Dahej,West,Gujarat,Oxygen,Food & Beverage,Dec,2024,4446,3826,12013640,10205566,1808074,55,4,9.05,93.91
Dahej,West,Gujarat,Argon,Healthcare,Aug,2025,3487,3036,11388036,8334750,3053286,270,10,7.97,79.69
Vadodara,West,Gujarat,Carbon Dioxide,Chemical,May,2025,860,690,2699970,1638081,1061889,365,7,7.27,77.4
Hazira,West,Gujarat,Helium,Electronics,May,2023,2165,2097,6597162,5128526,1468636,167,10,9.24,80.75
Chennai,South,Tamil Nadu,Oxygen,Electronics,Oct,2025,1811,1509,4628103,3306233,1321870,196,1,9.4,87.67
Dahej,West,Gujarat,Argon,Electronics,Feb,2025,2914,2739,5864199,4207695,1656504,496,5,9.03,79.54
Dahej,West,Gujarat,Helium,Steel,Dec,2023,898,888,1942056,1629734,312322,416,10,8.86,95.08
Chennai,South,Tamil Nadu,Helium,Electronics,Apr,2022,2448,2291,7842093,5936918,1905175,85,1,9.38,82.37
Bengaluru,South,Karnataka,Nitrogen,Pharmaceutical,Feb,2025,2668,2480,4483840,2802414,1681426,199,10,9.54,84.2
Jamshedpur,East,Jharkhand,Oxygen,Healthcare,Apr,2025,1382,1242,2354832,1696125,658707,443,6,9.16,76.54
Vadodara,West,Gujarat,Nitrogen,Chemical,Aug,2024,3363,3243,13166580,9495207,3671373,186,3,9.18,83.42
Chennai,South,Tamil Nadu,Carbon Dioxide,Healthcare,Jan,2022,2870,2594,10233330,7126212,3107118,179,1,8.23,83.79
Dahej,West,Gujarat,Argon,Pharmaceutical,Dec,2025,1514,1241,3696939,2186795,1510144,327,5,8.96,78.19
Bengaluru,South,Karnataka,Argon,Pharmaceutical,May,2022,2288,2040,7297080,4737348,2559732,309,6,8.91,83.37
Hazira,West,Gujarat,Carbon Dioxide,Pharmaceutical,Aug,2024,939,859,2325313,1317395,1007918,261,4,9.33,98.96
Jamshedpur,East,Jharkhand,Nitrogen,Electronics,Apr,2022,898,803,3026507,2096100,930407,349,4,9.53,79.49
Jamshedpur,East,Jharkhand,Hydrogen,Food & Beverage,Aug,2023,3110,2555,6888280,5738027,1150253,196,7,7.31,90.8
Dahej,West,Gujarat,Nitrogen,Pharmaceutical,Mar,2022,1244,1139,2444294,2051189,393105,210,2,8.3,81.45
Vadodara,West,Gujarat,Hydrogen,Pharmaceutical,Apr,2022,2621,2496,9225216,7773624,1451592,416,3,9.71,75.0
Jamshedpur,East,Jharkhand,Oxygen,Steel,May,2023,3085,2871,8222544,6870832,1351712,302,8,9.13,84.58
Bengaluru,South,Karnataka,Argon,Steel,Apr,2022,4188,3424,12175744,7899418,4276326,134,3,9.71,95.84
Vadodara,West,Gujarat,Nitrogen,Electronics,Apr,2023,1464,1442,3235848,2104211,1131637,71,4,9.64,89.59
Jamshedpur,East,Jharkhand,Nitrogen,Electronics,Dec,2024,4409,4253,11006764,6195348,4811416,373,9,9.18,76.24
Dahej,West,Gujarat,Nitrogen,Chemical,Dec,2023,1571,1488,4779456,3064946,1714510,402,8,9.71,81.88
Jamshedpur,East,Jharkhand,Nitrogen,Pharmaceutical,Mar,2025,2664,2337,5823804,3831241,1992563,258,10,7.19,80.54
Pune,West,Maharashtra,Hydrogen,Electronics,Mar,2024,4605,3902,13407272,11300873,2106399,405,3,8.76,80.4
Bengaluru,South,Karnataka,Helium,Healthcare,Dec,2023,1015,1002,2128248,1478356,649892,206,5,8.28,97.07
Jamshedpur,East,Jharkhand,Helium,Electronics,Dec,2024,3500,3032,9875224,8031304,1843920,493,1,9.81,89.51
Hazira,West,Gujarat,Helium,Electronics,Nov,2022,1223,1185,2812005,2130630,681375,390,1,8.11,98.17
Hyderabad,South,Telangana,Carbon Dioxide,Pharmaceutical,Mar,2022,1216,1191,4167309,2774350,1392959,497,9,8.2,75.79
Dahej,West,Gujarat,Hydrogen,Healthcare,May,2025,2683,2258,6153050,3605093,2547957,92,1,8.36,85.85
Hazira,West,Gujarat,Nitrogen,Food & Beverage,Oct,2025,4489,4318,13450570,9833510,3617060,199,7,7.48,91.41
Bengaluru,South,Karnataka,Carbon Dioxide,Chemical,Oct,2022,505,444,1381728,813449,568279,453,10,7.28,90.82
Bengaluru,South,Karnataka,Hydrogen,Chemical,May,2022,4134,3892,16276344,9010372,7265972,127,1,7.33,77.86
Chennai,South,Tamil Nadu,Nitrogen,Chemical,Jan,2022,3475,2832,6757152,3968856,2788296,242,9,8.04,97.14
Hyderabad,South,Telangana,Helium,Chemical,Apr,2022,756,652,1949480,1224032,725448,382,6,7.51,83.28
Vadodara,West,Gujarat,Helium,Healthcare,Jun,2022,4100,3912,7624488,6399381,1225107,249,4,8.22,82.83
Jamshedpur,East,Jharkhand,Argon,Electronics,Dec,2025,2106,1896,6099432,4092006,2007426,201,8,9.43,92.02
Hazira,West,Gujarat,Argon,Food & Beverage,Apr,2022,4750,4645,11203740,7800126,3403614,499,7,9.48,82.13
Hyderabad,South,Telangana,Argon,Healthcare,Aug,2025,1103,949,2301325,1575333,725992,185,1,9.21,97.09
Jamshedpur,East,Jharkhand,Nitrogen,Food & Beverage,Feb,2025,2870,2778,9231294,5779485,3451809,456,8,9.76,90.16
Chennai,South,Tamil Nadu,Nitrogen,Steel,Apr,2022,3743,3477,7461642,4794185,2667457,316,9,9.89,91.68
Hazira,West,Gujarat,Hydrogen,Chemical,Apr,2022,4750,4663,9144143,7233034,1911109,51,6,9.03,81.71
Hazira,West,Gujarat,Helium,Electronics,Dec,2023,3604,3296,7257792,6158542,1099250,219,6,8.6,95.84
Bengaluru,South,Karnataka,Helium,Pharmaceutical,Feb,2024,4362,3609,7741305,5793113,1948192,102,7,8.45,81.92
Chennai,South,Tamil Nadu,Hydrogen,Pharmaceutical,Apr,2024,1260,1145,2332365,1965233,367132,432,1,8.73,82.07
Hazira,West,Gujarat,Carbon Dioxide,Healthcare,Sep,2024,1423,1274,2774772,1988672,786100,210,1,8.01,77.86
Jamshedpur,East,Jharkhand,Hydrogen,Food & Beverage,Jul,2022,1030,842,2548734,1985180,563554,151,6,7.19,81.89
Hazira,West,Gujarat,Argon,Steel,Apr,2024,1126,944,1972016,1386642,585374,124,1,8.79,82.53
Bengaluru,South,Karnataka,Carbon Dioxide,Chemical,May,2023,1188,1118,3374124,2280872,1093252,418,3,7.31,89.59
Hazira,West,Gujarat,Helium,Food & Beverage,Apr,2022,2552,2425,5036725,3536304,1500421,498,2,8.89,92.63
Vadodara,West,Gujarat,Oxygen,Chemical,Aug,2022,2823,2785,7447090,5984809,1462281,195,6,7.78,79.61
Jamshedpur,East,Jharkhand,Oxygen,Electronics,Jul,2023,500,485,1110165,937830,172335,187,5,7.01,96.65
Bengaluru,South,Karnataka,Nitrogen,Food & Beverage,Dec,2025,2545,2446,9025740,7539477,1486263,364,1,8.2,78.54
Vadodara,West,Gujarat,Carbon Dioxide,Food & Beverage,Apr,2022,3999,3460,7688120,5596967,2091153,498,2,7.6,84.84
Bengaluru,South,Karnataka,Carbon Dioxide,Healthcare,Nov,2022,1269,1107,3430593,2340276,1090317,460,1,7.5,98.98
Pune,West,Maharashtra,Argon,Electronics,Mar,2025,4144,3398,8593542,6406659,2186883,184,10,9.82,82.06
Hyderabad,South,Telangana,Nitrogen,Healthcare,Jun,2022,2313,2238,5626332,4375795,1250537,363,9,8.79,97.52
Hazira,West,Gujarat,Argon,Food & Beverage,Feb,2022,1351,1199,4893119,4032520,860599,346,5,8.11,75.68
Jamshedpur,East,Jharkhand,Oxygen,Chemical,Oct,2022,1313,1275,4570875,3728459,842416,492,4,7.88,76.24
Pune,West,Maharashtra,Carbon Dioxide,Healthcare,Nov,2024,3216,2945,10454750,8815629,1639121,112,5,9.14,80.22
Bengaluru,South,Karnataka,Oxygen,Chemical,Sep,2024,3487,2959,8001136,5333174,2667962,66,1,8.7,77.04
Vadodara,West,Gujarat,Hydrogen,Healthcare,Sep,2022,3062,2672,10394080,7989902,2404178,421,7,7.59,82.35
Hazira,West,Gujarat,Oxygen,Pharmaceutical,Aug,2025,4774,3992,7377216,5320695,2056521,102,4,9.33,78.94
Dahej,West,Gujarat,Oxygen,Electronics,Oct,2023,830,805,1474760,1012039,462721,388,9,7.32,85.14
Pune,West,Maharashtra,Carbon Dioxide,Food & Beverage,May,2025,683,601,1247075,1028755,218320,167,8,8.15,79.76
Jamshedpur,East,Jharkhand,Nitrogen,Steel,Feb,2022,810,793,2210091,1610014,600077,145,4,7.04,84.08
Hyderabad,South,Telangana,Argon,Electronics,Aug,2025,4726,4062,16613580,13271404,3342176,61,1,7.24,77.61
Dahej,West,Gujarat,Hydrogen,Steel,Aug,2024,929,842,3362948,2084394,1278554,92,1,9.7,83.29
Chennai,South,Tamil Nadu,Hydrogen,Pharmaceutical,Oct,2025,4703,4541,8419014,5182443,3236571,283,5,7.25,95.79
Dahej,West,Gujarat,Nitrogen,Food & Beverage,Mar,2024,2948,2796,8888484,7261243,1627241,223,10,7.3,78.81
Pune,West,Maharashtra,Argon,Steel,Apr,2023,3027,2833,9329069,5172806,4156263,452,5,8.85,89.98
Pune,West,Maharashtra,Oxygen,Steel,Nov,2022,1816,1561,3136049,1854338,1281711,495,9,7.96,85.46
Vadodara,West,Gujarat,Nitrogen,Chemical,Oct,2025,1128,977,3259272,2684321,574951,90,7,7.53,82.43
Pune,West,Maharashtra,Argon,Food & Beverage,Mar,2024,2488,2266,8028438,6350905,1677533,455,5,8.26,75.61
Bengaluru,South,Karnataka,Oxygen,Chemical,May,2024,3885,3384,10981080,6099537,4881543,341,9,8.15,94.79
Dahej,West,Gujarat,Helium,Healthcare,Feb,2024,1286,1163,2862143,2332214,529929,202,2,7.18,89.95
Pune,West,Maharashtra,Carbon Dioxide,Food & Beverage,Mar,2022,1448,1254,2533080,1466426,1066654,289,2,7.68,75.53
Dahej,West,Gujarat,Argon,Pharmaceutical,Sep,2022,3057,2728,6623584,4804505,1819079,112,1,7.82,94.88
Jamshedpur,East,Jharkhand,Nitrogen,Healthcare,Sep,2025,3894,3332,8010128,4548016,3462112,298,7,9.01,90.41
Chennai,South,Tamil Nadu,Oxygen,Pharmaceutical,May,2024,3238,3083,7799990,5237920,2562070,347,6,7.73,86.97
Jamshedpur,East,Jharkhand,Oxygen,Healthcare,Apr,2025,4238,3581,6939978,5395721,1544257,466,7,9.06,76.59
Hazira,West,Gujarat,Hydrogen,Food & Beverage,Oct,2024,4129,3883,10526813,8558711,1968102,180,6,8.52,88.45
Jamshedpur,East,Jharkhand,Carbon Dioxide,Chemical,Sep,2025,4339,3567,7223175,4321167,2902008,216,2,9.39,95.27
Jamshedpur,East,Jharkhand,Helium,Healthcare,Oct,2022,3913,3370,14059640,7854031,6205609,117,5,8.79,88.6
Bengaluru,South,Karnataka,Hydrogen,Food & Beverage,Oct,2022,2887,2418,5259150,3154080,2105070,200,1,9.33,78.11
Jamshedpur,East,Jharkhand,Argon,Steel,Dec,2025,3366,2947,10066952,8212480,1854472,465,1,9.68,80.08
Dahej,West,Gujarat,Oxygen,Electronics,Aug,2023,3953,3287,8355554,6732658,1622896,183,7,8.63,83.65
Vadodara,West,Gujarat,Argon,Pharmaceutical,Jun,2022,2604,2308,8024916,6002716,2022200,447,4,7.22,76.13
Jamshedpur,East,Jharkhand,Nitrogen,Pharmaceutical,Aug,2024,3748,3443,8146138,6712419,1433719,182,3,9.5,96.83
Jamshedpur,East,Jharkhand,Helium,Pharmaceutical,Jan,2025,4895,4024,14945136,10994201,3950935,487,2,9.01,84.41
Jamshedpur,East,Jharkhand,Argon,Healthcare,Apr,2023,961,876,3585468,2783202,802266,273,6,7.71,88.02
Hyderabad,South,Telangana,Oxygen,Chemical,May,2023,4540,4188,12132636,9294464,2838172,363,6,7.6,93.24
Hyderabad,South,Telangana,Carbon Dioxide,Pharmaceutical,Dec,2022,1180,970,2987600,1887781,1099819,241,9,8.48,85.35
Pune,West,Maharashtra,Nitrogen,Food & Beverage,Jun,2022,3254,2770,9296120,6587664,2708456,430,10,8.1,77.79
Vadodara,West,Gujarat,Argon,Healthcare,Mar,2025,1940,1586,3211650,2147899,1063751,431,10,8.92,84.96
Dahej,West,Gujarat,Carbon Dioxide,Pharmaceutical,Nov,2023,2059,1865,7353695,5370727,1982968,165,3,8.67,85.56
Jamshedpur,East,Jharkhand,Argon,Pharmaceutical,Nov,2022,2584,2539,6576010,4866925,1709085,382,1,9.18,97.04
Vadodara,West,Gujarat,Oxygen,Chemical,Apr,2024,2359,2215,6073530,5056281,1017249,476,1,8.83,76.86
Chennai,South,Tamil Nadu,Oxygen,Steel,Feb,2025,2071,1820,6992440,5214001,1778439,83,2,8.8,76.06
Dahej,West,Gujarat,Hydrogen,Food & Beverage,Nov,2025,3485,3191,6768111,5372816,1395295,192,3,7.52,75.26
Chennai,South,Tamil Nadu,Argon,Healthcare,Dec,2023,568,477,1822140,1200318,621822,120,6,7.02,90.38
Pune,West,Maharashtra,Carbon Dioxide,Steel,Apr,2024,1593,1452,4986168,3797934,1188234,127,9,8.07,83.42
Chennai,South,Tamil Nadu,Helium,Pharmaceutical,Aug,2025,2076,1721,7197222,4757456,2439766,185,9,9.8,84.02
Jamshedpur,East,Jharkhand,Helium,Steel,Oct,2023,4356,4153,11561952,9206461,2355491,300,3,7.36,93.06
Dahej,West,Gujarat,Hydrogen,Electronics,Aug,2022,1129,944,3379520,2220421,1159099,448,6,9.51,89.86
Hyderabad,South,Telangana,Carbon Dioxide,Healthcare,Dec,2024,2663,2562,5787558,4663159,1124399,296,3,7.85,89.46
Bengaluru,South,Karnataka,Carbon Dioxide,Pharmaceutical,Jun,2023,4710,4382,16485084,10581223,5903861,325,9,9.21,98.8
Chennai,South,Tamil Nadu,Argon,Food & Beverage,Aug,2024,533,468,1337544,842470,495074,392,2,7.84,98.86
Dahej,West,Gujarat,Nitrogen,Chemical,Dec,2024,1824,1785,5169360,4048264,1121096,483,1,7.18,77.01
Pune,West,Maharashtra,Carbon Dioxide,Food & Beverage,Jan,2024,3319,2756,11208652,9256119,1952533,500,7,8.07,79.38
Vadodara,West,Gujarat,Helium,Food & Beverage,Nov,2024,1986,1851,7652034,6359456,1292578,164,5,8.92,93.41
Jamshedpur,East,Jharkhand,Oxygen,Pharmaceutical,Apr,2025,3859,3569,8562031,6934144,1627887,196,8,8.67,94.28
Chennai,South,Tamil Nadu,Hydrogen,Chemical,Dec,2023,3500,3025,10079300,6165464,3913836,395,5,8.56,77.3
Vadodara,West,Gujarat,Nitrogen,Steel,Dec,2025,4473,4184,12267488,9886660,2380828,320,10,9.58,89.99
Dahej,West,Gujarat,Helium,Electronics,Aug,2023,3855,3640,12834640,8109146,4725494,476,7,9.72,79.72
Vadodara,West,Gujarat,Helium,Steel,Jul,2023,3199,2740,5992380,3553662,2438718,108,3,7.66,85.97
Hazira,West,Gujarat,Oxygen,Electronics,Jul,2025,2365,2169,4006143,2455152,1550991,158,8,7.77,78.26
Hyderabad,South,Telangana,Carbon Dioxide,Electronics,Jul,2024,1965,1852,4159592,3393114,766478,215,3,7.95,94.52
Bengaluru,South,Karnataka,Hydrogen,Healthcare,Oct,2025,1810,1597,3361685,2782528,579157,293,1,8.83,85.23
Jamshedpur,East,Jharkhand,Nitrogen,Electronics,Aug,2025,2936,2527,7793268,4464027,3329241,88,7,7.58,77.8
Dahej,West,Gujarat,Nitrogen,Food & Beverage,Aug,2025,2659,2218,7374850,5228931,2145919,465,3,9.38,81.58
Dahej,West,Gujarat,Hydrogen,Pharmaceutical,May,2025,3145,2733,7472022,4898165,2573857,395,5,9.63,96.81
Pune,West,Maharashtra,Hydrogen,Chemical,Apr,2024,3296,2963,9209004,5172523,4036481,494,6,9.8,81.62
Vadodara,West,Gujarat,Oxygen,Electronics,Feb,2023,1085,1003,3806385,3143465,662920,310,10,8.23,81.17
Vadodara,West,Gujarat,Argon,Electronics,May,2023,1766,1538,5521420,4306675,1214745,412,5,7.39,75.2
Hazira,West,Gujarat,Nitrogen,Steel,Jul,2022,1274,1252,3801072,2253860,1547212,257,3,9.04,82.32
Hyderabad,South,Telangana,Carbon Dioxide,Healthcare,Jul,2022,4686,4482,9376344,6944775,2431569,456,3,7.25,84.47
Hyderabad,South,Telangana,Nitrogen,Healthcare,Oct,2023,625,571,1811212,1203954,607258,140,7,9.09,92.18
Pune,West,Maharashtra,Argon,Pharmaceutical,Feb,2022,702,651,2452968,1914993,537975,408,8,9.09,86.9
Bengaluru,South,Karnataka,Hydrogen,Food & Beverage,Mar,2024,3944,3634,11207256,9522721,1684535,224,3,8.2,77.49
Hazira,West,Gujarat,Helium,Electronics,Jan,2024,3105,2700,7743600,5757425,1986175,439,5,9.02,81.26
Jamshedpur,East,Jharkhand,Hydrogen,Electronics,Dec,2025,604,511,1833979,1059254,774725,441,4,8.01,88.73
Pune,West,Maharashtra,Argon,Food & Beverage,Oct,2025,4614,4277,9452170,7215979,2236191,178,10,9.75,86.03
Pune,West,Maharashtra,Argon,Healthcare,Oct,2023,2518,2354,6360508,4662770,1697738,69,3,8.4,92.46
Hyderabad,South,Telangana,Hydrogen,Electronics,Feb,2024,1639,1409,4793418,3582768,1210650,386,4,8.26,84.89
Dahej,West,Gujarat,Hydrogen,Pharmaceutical,Mar,2025,3981,3528,13498128,7771016,5727112,319,7,9.6,96.52
Jamshedpur,East,Jharkhand,Helium,Electronics,Dec,2025,823,809,2634104,2197400,436704,346,6,7.35,91.52
Pune,West,Maharashtra,Argon,Electronics,Jul,2022,4969,4616,10316760,7402013,2914747,453,2,9.29,82.48
Vadodara,West,Gujarat,Helium,Healthcare,Jul,2024,1086,1036,3934728,2852353,1082375,324,7,8.88,88.21
Jamshedpur,East,Jharkhand,Argon,Steel,Dec,2024,4117,3941,14881216,11192702,3688514,419,6,8.51,90.83
Chennai,South,Tamil Nadu,Oxygen,Food & Beverage,Jul,2023,2564,2478,8635830,5704595,2931235,186,8,9.23,75.27
Chennai,South,Tamil Nadu,Carbon Dioxide,Chemical,Feb,2024,3292,3249,13512591,10600646,2911945,161,6,7.46,86.11
Pune,West,Maharashtra,Oxygen,Chemical,Apr,2022,1828,1590,6040410,5024929,1015481,471,8,8.12,86.83
Dahej,West,Gujarat,Helium,Food & Beverage,Oct,2024,1111,904,2725560,1689105,1036455,310,6,7.74,90.73
Hyderabad,South,Telangana,Oxygen,Pharmaceutical,Sep,2023,4972,4410,15532020,9825065,5706955,464,1,8.61,80.78
Pune,West,Maharashtra,Argon,Healthcare,May,2025,3188,2770,7758770,6000978,1757792,342,7,7.43,80.16
Pune,West,Maharashtra,Oxygen,Steel,Oct,2025,3332,3254,8001586,4675984,3325602,385,2,9.77,92.05
Dahej,West,Gujarat,Hydrogen,Chemical,Jul,2023,2781,2493,10328499,7228669,3099830,93,7,7.73,80.98
Dahej,West,Gujarat,Nitrogen,Healthcare,Sep,2022,4899,4512,13026144,7870599,5155545,217,3,7.24,78.19
Vadodara,West,Gujarat,Carbon Dioxide,Healthcare,May,2023,3320,3210,6204930,4677743,1527187,70,1,9.15,83.23
Bengaluru,South,Karnataka,Argon,Steel,Apr,2023,723,641,1694804,1112590,582214,486,4,7.4,93.76
Dahej,West,Gujarat,Nitrogen,Steel,Nov,2023,4741,3982,9692188,6595594,3096594,126,1,7.07,75.1
Vadodara,West,Gujarat,Carbon Dioxide,Chemical,Dec,2022,1906,1842,3790836,2707940,1082896,198,3,9.67,81.26
Pune,West,Maharashtra,Oxygen,Pharmaceutical,Jun,2024,3126,2629,5089744,4157907,931837,371,7,9.63,91.34
Pune,West,Maharashtra,Carbon Dioxide,Chemical,Nov,2024,4756,4463,11443132,6589867,4853265,193,2,9.59,94.95
Chennai,South,Tamil Nadu,Helium,Steel,Nov,2023,2179,2009,3871343,2926304,945039,200,4,7.44,93.94
Chennai,South,Tamil Nadu,Hydrogen,Food & Beverage,Aug,2025,909,815,3156495,2637448,519047,67,4,8.66,84.62
Vadodara,West,Gujarat,Nitrogen,Food & Beverage,Feb,2024,688,614,2252766,1602665,650101,81,6,7.53,85.36
Jamshedpur,East,Jharkhand,Argon,Healthcare,Apr,2024,667,588,2069172,1180952,888220,443,9,7.64,96.05
Bengaluru,South,Karnataka,Carbon Dioxide,Steel,May,2022,2239,1832,5954000,3956918,1997082,360,2,7.55,75.57
